Gender,Grade,GRADENOPG,Entered,InternationalDomestic,Race,FinancialAid,DayBoarding,FreqHome,WindDown,NervousEnergy,OverReact,Relax,Intollerant,Touchy,Agitated,WindDownDASS,NervousEnergyDASS,OverReactDASS,RelaxDASS,IntollerantDASS,TouchyDASS,AgitatedDASS,DassTotal,StressLevel,Sports,SportsLevelFall,SportsWinterLevel,SportsLevelSpring,SportsHoursFall,SportsHoursWinter,SportsHoursSpring,SportsStress,SportsSchoolWork,ArtsBeyond,ArtsConcentration,FallProduction,WinterProduction,SpringMusical,ChamberChorus,FestivalChorus,Orchestra,ChamberOrchestra,JazzBand,WindEnsemble,AcapellaGroups,StudentDirectedScenes,FringeFestival,MusicLessons,ActivityHours,ActivityStress,ArtsPerformanceSchoolWork,ClubParticipation,ClubHours,ClubStress,CompetitiveClubParticipation,CompetitiveClubHours,CompetitiveClubStress,CompetitiveClubSchoolWork,StudentLeaderParticipation,StudentLeaderHours,StudentLeaderStress,FallClasses,WinterClasses,SpringClasses,FallAP,WinterAP,SpringAP,WinterGPA,GradeSatisfaction,ActivityTimeHW,GradedFair ,HWHours,SATCram,SATTutoring,SATStudyGuides,SATPracticeTests,SATNothing,BetterAssignments,ProtectedWeek,PressureGeneral,PressureExpectations,WorryFriends,FamilyComplications,FriendsComplications ,RomanticComplications,AmountSleep,MealsPerDay,DHLunch,DHDinner,NoLunchBlock,NoLunchHomework,NoLunchSports,NoLunchArtscommitment,NoLunchClubMeetings,NoLunchTeachers,NoLunchNA
Male,Freshman,Freshman,Freshman,Domestic,Black or African American,No,Boarding,once a term,0 NEVER,1 SOMETIMES,1 SOMETIMES,2 OFTEN,1 SOMETIMES,1 SOMETIMES,2 OFTEN,0,1,1,2,1,1,2,8,Mild,Yes,JV/Thirds,Intramural,Junior Varsity,8-12 hours,4-8 hours,8-12 hours,often,never,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,No,,,,No,,,Five,Five,Five,1,1,1,3.7-4.0,Happy,4 hours,fair,4/6/2013,,,,,nothing,motivated to do better,about the same,some pressure,extreme pressure,A few times a day,easy,neutral,neutral,6 to 8 hours,3 meals,Yes,Yes,,Homework,,,,,
Female,Freshman,Freshman,Freshman,Domestic,White,Yes,Boarding,once a term,2 OFTEN,2 OFTEN,0 NEVER,2 OFTEN,1 SOMETIMES,1 SOMETIMES,2 OFTEN,2,2,0,2,1,1,2,10,Moderate,Yes,JV/Thirds,Varsity,Junior Varsity,4-8 hours,more than 16 hours,8-12 hours,rarely,often,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,No,,,,No,,,Five,Five,Five,3,3,3,3.0-3.3,Neutral,3 hours,fair,4/6/2013,,regular tutoring/class,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,Sad,more stress,some pressure,some pressure,a few times a week,neutral,very easy,difficult,6 to 8 hours,3 meals,Yes,Yes,No Lunch Block,Homework,Sports,,,Meetings with teachers,
Male,Sophomore,Sophomore,Freshman,International,Asian,No,Boarding,once a term,0 NEVER,1 SOMETIMES,1 SOMETIMES,0 NEVER,2 OFTEN,1 SOMETIMES,0 NEVER,0,1,1,0,2,1,0,5,Normal,Yes,JV/Thirds,Junior Varsity,Junior Varsity,8-12 hours,8-12 hours,8-12 hours,often,often,Yes,,,,,,festival chorus,,,,,,,,music lessons,4-8 hours,rarely,never,Yes,less than 4 hours,rarely,Yes,4-8 hours,often,often,No,,,Five,Five,Six,3,3,3,3.7-4.0,Happy,3 hours,unfair,4/6/2013,,,,,nothing,Sad,much more stress,no pressure,some pressure,a few times a week,easy,easy,neutral,6 to 8 hours,2 meals,Yes,Yes,,,,,Club meetings,,
Male,Freshman,Freshman,Freshman,Domestic,White,No,Day,,0 NEVER,0 NEVER,0 NEVER,1 SOMETIMES,2 OFTEN,0 NEVER,1 SOMETIMES,0,0,0,1,2,0,1,4,Normal,Yes,JV/Thirds,Thirds,Varsity,12-16 hours,12-16 hours,12-16 hours,often,often,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Five,Five,Five,1,1,1,3.5-3.7,Neutral,4 hours,fair,2/4/2013,,,,,nothing,motivated to do better,more stress,extreme pressure,some pressure,almost never,very easy,neutral,neutral,6 to 8 hours,3 meals,Yes,Yes,No Lunch Block,,,,,Meetings with teachers,
Female,Sophomore,Sophomore,Freshman,Domestic,Other,Yes,Boarding,once a month,2 OFTEN,2 OFTEN,2 OFTEN,3 ALMOST ALWAYS,0 NEVER,2 OFTEN,3 ALMOST ALWAYS,2,2,2,3,0,2,3,14,Severe,Yes,JV/Thirds,Intramural,Junior Varsity,8-12 hours,4-8 hours,8-12 hours,rarely,sometimes,No,,,,,,,,,,,,,,,,,,Yes,4-8 hours,none,No,,,,No,,,Six,Five,Five,1,1,1,3.3-3.5,Unhappy,3 hours,neutral,2/4/2013,cram the night before,,,regular practice tests,,motivated to do better,more stress,some pressure,some pressure,once a day,difficult,difficult,neutral,4 to 6 hours,2 meals,Yes,Yes,,Homework,Sports,,Club meetings,,
Male,Freshman,Freshman,Freshman,Domestic,White,No,Boarding,once a month,0 NEVER,1 SOMETIMES,1 SOMETIMES,0 NEVER,0 NEVER,0 NEVER,1 SOMETIMES,0,1,1,0,0,0,1,3,Normal,Yes,JV/Thirds,Thirds,Varsity,12-16 hours,8-12 hours,more than 16 hours,rarely,sometimes,Yes,,,,,,festival chorus,,,,,,,,,less than 4 hours,rarely,sometimes,Yes,less than 4 hours,none,No,,,,No,,,Five,Five,Five,1,1,1,3.3-3.5,Neutral,3 hours,neutral,2/4/2013,,,,,nothing,motivated to do better,more stress,some pressure,some pressure,almost never,easy,easy,neutral,6 to 8 hours,3 meals,Yes,Yes,,Homework,,Arts commitment,,,
Male,Junior,Junior,Freshman,Domestic,Black or African American,Yes,Boarding,once a month,3 ALMOST ALWAYS,3 ALMOST ALWAYS,3 ALMOST ALWAYS,3 ALMOST ALWAYS,2 OFTEN,2 OFTEN,3 ALMOST ALWAYS,3,3,3,3,2,2,3,19,Extremely Severe,Yes,Not Applicable,Not Applicable,Varsity,Not Applicable,Not Applicable,8-12 hours,rarely,sometimes,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,rarely,No,,,,No,,,Five,Five,Five,0,2,2,3.3-3.5,Unhappy,4 hours,neutral,4/6/2013,,regular tutoring/class,,,,Sad,more stress,some pressure,extreme pressure,once a week,neutral,difficult,neutral,less then 4 hours,2 meals,Yes,Yes,,,,,,,Not Applicable
Male,Sophomore,Sophomore,Freshman,Domestic,White,No,Boarding,once a term,2 OFTEN,2 OFTEN,2 OFTEN,2 OFTEN,0 NEVER,1 SOMETIMES,1 SOMETIMES,2,2,2,2,0,1,1,10,Moderate,Yes,Not Applicable,Varsity,Varsity,Not Applicable,8-12 hours,12-16 hours,often,often,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Six,Five,Five,0,0,0,3.0-3.3,Unhappy,1 hour,neutral,2/4/2013,,,,,nothing,Sad,much more stress,some pressure,extreme pressure,once a week,neutral,easy,neutral,8 to 10 hours,3 meals,Yes,Yes,,,Sports,,,,
Male,Junior,Junior,Freshman,Domestic,Other,Yes,Boarding,once a month,2 OFTEN,2 OFTEN,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,2 OFTEN,1 SOMETIMES,2,2,1,1,1,2,1,10,Moderate,Yes,Not Applicable,Intramural,Varsity,more than 16 hours,8-12 hours,12-16 hours,often,often,No,,,,,,,,,,,,,,,,,,Yes,12-16 hours,none,No,,,,Yes,Not Applicable,rarely,Five,Five,Five,0,2,2,3.7-4.0,Happy,4 hours,neutral,4/6/2013,,,,,nothing,indifferent,more stress,extreme pressure,extreme pressure,almost never,very difficult,difficult,neutral,6 to 8 hours,3 meals,Yes,Yes,,,,,,,Not Applicable
Male,Sophomore,Sophomore,Sophomore,Domestic,Black or African American,Yes,Boarding,once a month,1 SOMETIMES,0 NEVER,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1,0,1,1,1,1,1,6,Normal,Yes,Not Applicable,Junior Varsity,Varsity,Not Applicable,12-16 hours,more than 16 hours,rarely,never,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Five,Five,Five,0,0,0,3.5-3.7,Unhappy,3 hours,fair,2/4/2013,,,,,nothing,happy for others,about the same,some pressure,extreme pressure,once a day,neutral,easy,neutral,6 to 8 hours,3 meals,Yes,Yes,,,,,,,Not Applicable
Female,Junior,Junior,Freshman,International,Other,No,Boarding,once a term,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1,1,1,1,1,1,1,7,Normal,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,none,never,Yes,Arts concentration,,,,,,,,,,,,,,8-12 hours,often,sometimes,Yes,12-16 hours,often,No,,,,Yes,12-16 hours,often,Five,Six,Six,4,5,5,3.7-4.0,Neutral,2 hours,neutral,6 or more,cram the night before,,"regular use of a study guide/prep book (Barron's, Princeton Review)",,,motivated to do better,about the same,some pressure,extreme pressure,once a week,neutral,neutral,neutral,4 to 6 hours,3 meals,Yes,Yes,,Homework,,Arts commitment,,,
Female,Junior,Junior,Junior,Domestic,White,No,Boarding,once a year,0 NEVER,3 ALMOST ALWAYS,1 SOMETIMES,2 OFTEN,1 SOMETIMES,0 NEVER,1 SOMETIMES,0,3,1,2,1,0,1,8,Mild,Yes,Not Applicable,Junior Varsity,Varsity,Not Applicable,12-16 hours,more than 16 hours,rarely,never,Yes,,fall production,,,,,,,,,,,,,less than 4 hours,never,never,No,,,Yes,4-8 hours,never,rarely,No,,,Five,Six,Six,1,1,1,3.5-3.7,Unhappy,3 hours,neutral,4/6/2013,,regular tutoring/class,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,indifferent,more stress,some pressure,extreme pressure,a few times a week,easy,very easy,easy,4 to 6 hours,2 meals,No,Yes,No Lunch Block,Homework,,,Club meetings,,
Male,Sophomore,Sophomore,Freshman,Domestic,Other,Yes,Boarding,once a month,2 OFTEN,2 OFTEN,3 ALMOST ALWAYS,2 OFTEN,1 SOMETIMES,0 NEVER,2 OFTEN,2,2,3,2,1,0,2,12,Moderate,Yes,Not Applicable,Junior Varsity,Junior Varsity,Not Applicable,8-12 hours,4-8 hours,none,sometimes,Yes,,fall production,,,,festival chorus,,,,,Acapella groups,,,music lessons,4-8 hours,rarely,often,Yes,less than 4 hours,rarely,No,,,,Yes,less than 4 hours,rarely,Five,Five,Five,1,1,1,Under 3.0,Extremely Unhappy,3 hours,fair,4/6/2013,,,,,nothing,motivated to do better,more stress,extreme pressure,extreme pressure,once a week,easy,difficult,very difficult,4 to 6 hours,2 meals,Yes,No,,Homework,Sports,,Club meetings,,
Male,Senior,Senior,Sophomore,Domestic,White,No,Boarding,once a month,2 OFTEN,1 SOMETIMES,1 SOMETIMES,3 ALMOST ALWAYS,1 SOMETIMES,2 OFTEN,2 OFTEN,2,1,1,3,1,2,2,12,Moderate,Yes,Not Applicable,Varsity,Not Applicable,Not Applicable,8-12 hours,Not Applicable,often,never,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,Not Applicable,No,,,,No,,,Six,Six,Five,6,6,2,3.7-4.0,Happy,4 hours,fair,2/4/2013,cram the night before,regular tutoring/class,,regular practice tests,,motivated to do better,much more stress,some pressure,extreme pressure,once a week,difficult,neutral,very difficult,6 to 8 hours,more than 4 meals,Yes,Yes,,,,,,,Not Applicable
Female,Junior,Junior,Junior,Domestic,White,No,Boarding,once a term,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,0 NEVER,3 ALMOST ALWAYS,1 SOMETIMES,0 NEVER,1,1,1,0,3,1,0,7,Normal,Yes,Not Applicable,Junior Varsity,Not Applicable,Not Applicable,12-16 hours,Not Applicable,rarely,sometimes,Yes,,fall production,,spring musical,,,,,,,Acapella groups,,,,12-16 hours,never,never,No,,,No,,,,Yes,4-8 hours,none,Five,Five,Six,2,2,3,3.5-3.7,Happy,4 hours,extremely fair,4/6/2013,,regular tutoring/class,,,,happy for others,more stress,some pressure,extreme pressure,A few times a day,easy,easy,neutral,6 to 8 hours,3 meals,No,Yes,No Lunch Block,,,,,,
Male,Sophomore,Sophomore,Freshman,Domestic,White,No,Boarding,once a month,1 SOMETIMES,2 OFTEN,1 SOMETIMES,1 SOMETIMES,0 NEVER,0 NEVER,0 NEVER,1,2,1,1,0,0,0,5,Normal,Yes,Not Applicable,Not Applicable,Junior Varsity,8-12 hours,8-12 hours,8-12 hours,rarely,often,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Six,Five,Five,1,1,1,3.0-3.3,Unhappy,4 hours,neutral,4/6/2013,,regular tutoring/class,,regular practice tests,,motivated to do better,less stress,some pressure,extreme pressure,a few times a week,neutral,easy,neutral,4 to 6 hours,2 meals,Yes,No,,Homework,Sports,,,,
Female,Post-Graduate,Senior,Post-Graduate,International,White,Yes,Boarding,once a year,1 SOMETIMES,1 SOMETIMES,0 NEVER,0 NEVER,0 NEVER,0 NEVER,1 SOMETIMES,1,1,0,0,0,0,1,3,Normal,Yes,Not Applicable,Varsity,Varsity,8-12 hours,more than 16 hours,8-12 hours,none,never,Yes,,,,,,,,,,,,,,music lessons,less than 4 hours,rarely,never,No,,,No,,,,No,,,Five,Five,Five,2,1,0,3.0-3.3,Neutral,2 hours,fair,2/4/2013,,regular tutoring/class,,regular practice tests,,motivated to do better,about the same,some pressure,extreme pressure,almost never,very easy,easy,neutral,6 to 8 hours,3 meals,Yes,Yes,,,Sports,,,,
Male,Sophomore,Sophomore,Freshman,Domestic,White,No,Boarding,once a month,3 ALMOST ALWAYS,3 ALMOST ALWAYS,2 OFTEN,3 ALMOST ALWAYS,1 SOMETIMES,1 SOMETIMES,2 OFTEN,3,3,2,3,1,1,2,15,Severe,Yes,Not Applicable,Varsity,Varsity,Not Applicable,12-16 hours,8-12 hours,often,always,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Six,Five,Five,0,0,0,Under 3.0,Extremely Unhappy,3 hours,unfair,6 or more,,,,,nothing,indifferent,less stress,some pressure,extreme pressure,a few times a week,neutral,very easy,difficult,less then 4 hours,3 meals,Yes,Yes,,Homework,,,,,
Female,Junior,Junior,Freshman,Domestic,Asian,Yes,Boarding,once a month,3 ALMOST ALWAYS,3 ALMOST ALWAYS,3 ALMOST ALWAYS,3 ALMOST ALWAYS,1 SOMETIMES,3 ALMOST ALWAYS,1 SOMETIMES,3,3,3,3,1,3,1,17,Extremely Severe,Yes,Not Applicable,Intramural,Varsity,Not Applicable,4-8 hours,more than 16 hours,often,often,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,rarely,No,,,,Yes,less than 4 hours,rarely,Six,Six,Six,4,3,3,3.7-4.0,Extremely Happy,5 hours,fair,6 or more,,regular tutoring/class,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,Sad,more stress,extreme pressure,extreme pressure,A few times a day,neutral,easy,very difficult,4 to 6 hours,2 meals,Yes,Yes,,Homework,,,Club meetings,,
Female,Junior,Junior,Sophomore,Domestic,Black or African American,Yes,Boarding,once a term,0 NEVER,0 NEVER,0 NEVER,1 SOMETIMES,0 NEVER,0 NEVER,0 NEVER,0,0,0,1,0,0,0,1,Normal,Yes,Not Applicable,Junior Varsity,Intramural,Not Applicable,8-12 hours,less than 4 hours,none,sometimes,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,rarely,No,,,,Yes,less than 4 hours,rarely,Five,Five,Six,2,2,2,3.3-3.5,Happy,4 hours,fair,4/6/2013,,,"regular use of a study guide/prep book (Barron's, Princeton Review)",,,motivated to do better,about the same,some pressure,extreme pressure,A few times a day,very difficult,easy,neutral,6 to 8 hours,3 meals,Yes,Yes,,,,,,,Not Applicable
Female,Senior,Senior,Freshman,Domestic,White,Yes,Day,,1 SOMETIMES,2 OFTEN,1 SOMETIMES,2 OFTEN,2 OFTEN,2 OFTEN,3 ALMOST ALWAYS,1,2,1,2,2,2,3,13,Severe,Yes,Not Applicable,Intramural,Varsity,Not Applicable,4-8 hours,12-16 hours,none,sometimes,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,,Five,Five,,2,2,3.7-4.0,Happy,4 hours,fair,4/6/2013,,,,,nothing,Sad,much more stress,no pressure,extreme pressure,once a week,difficult,neutral,neutral,6 to 8 hours,3 meals,Yes,Yes,,,,,,,Not Applicable
Male,Freshman,Freshman,Freshman,Domestic,Other,No,Day,,1 SOMETIMES,2 OFTEN,2 OFTEN,1 SOMETIMES,2 OFTEN,1 SOMETIMES,2 OFTEN,1,2,2,1,2,1,2,11,Moderate,Yes,Not Applicable,Varsity,Thirds,4-8 hours,12-16 hours,8-12 hours,rarely,sometimes,Yes,,,,,,,orchestra,,,,,,,,8-12 hours,rarely,never,Yes,less than 4 hours,Not Applicable,No,,,,No,,,Five,Five,Five,1,1,1,3.3-3.5,Extremely Unhappy,2 hours,fair,2/4/2013,,,,,nothing,motivated to do better,about the same,extreme pressure,extreme pressure,a few times a week,difficult,very easy,neutral,4 to 6 hours,3 meals,No,Yes,No Lunch Block,,,Arts commitment,,,
Female,Junior,Junior,Freshman,International,Asian,No,Boarding,once a term,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,3 ALMOST ALWAYS,1 SOMETIMES,0 NEVER,1 SOMETIMES,1,1,1,3,1,0,1,8,Mild,Yes,Not Applicable,Not Applicable,Not Applicable,8-12 hours,Not Applicable,Not Applicable,rarely,often,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,Not Applicable,No,,,,Yes,4-8 hours,rarely,Five,Five,Five,3,3,3,3.7-4.0,Happy,more than 6 hours,fair,6 or more,cram the night before,,,,,Sad,more stress,no pressure,extreme pressure,a few times a week,very easy,neutral,difficult,4 to 6 hours,3 meals,Yes,Yes,No Lunch Block,Homework,,,,,
Male,Freshman,Freshman,Freshman,Domestic,Black or African American,Yes,Boarding,once a term,3 ALMOST ALWAYS,2 OFTEN,1 SOMETIMES,2 OFTEN,0 NEVER,0 NEVER,1 SOMETIMES,3,2,1,2,0,0,1,9,Mild,Yes,Not Applicable,Junior Varsity,Varsity,8-12 hours,12-16 hours,12-16 hours,rarely,sometimes,No,,,,,,,,,,,,,,,,,,Yes,4-8 hours,rarely,No,,,,No,,,Five,Five,Five,1,1,1,3.0-3.3,Extremely Unhappy,4 hours,fair,4/6/2013,,,,,nothing,motivated to do better,more stress,some pressure,extreme pressure,a few times a week,easy,easy,neutral,less then 4 hours,2 meals,Yes,Yes,,Homework,,,,Meetings with teachers,
Male,Freshman,Freshman,Freshman,Domestic,White,No,Day,,1 SOMETIMES,0 NEVER,1 SOMETIMES,2 OFTEN,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1,0,1,2,1,1,1,7,Normal,Yes,Not Applicable,Intramural,Not Applicable,Not Applicable,less than 4 hours,12-16 hours,often,never,No,,,,,,,,,,,,,,,,,,No,,,Yes,4-8 hours,rarely,often,No,,,Five,Five,Five,2,2,2,3.7-4.0,Neutral,5 hours,fair,2/4/2013,,,,,nothing,motivated to do better,more stress,no pressure,extreme pressure,once a day,very easy,easy,difficult,4 to 6 hours,4 meals,Yes,Yes,No Lunch Block,,Sports,,Club meetings,,
Female,Junior,Junior,Freshman,Domestic,White,No,Day,,3 ALMOST ALWAYS,3 ALMOST ALWAYS,3 ALMOST ALWAYS,3 ALMOST ALWAYS,2 OFTEN,3 ALMOST ALWAYS,3 ALMOST ALWAYS,3,3,3,3,2,3,3,20,Extremely Severe,Yes,Not Applicable,Not Applicable,Not Applicable,more than 16 hours,more than 16 hours,4-8 hours,often,sometimes,Yes,,,,,,,,,,,,,,music lessons,8-12 hours,rarely,sometimes,No,,,No,,,,No,,,Six,Five,Six,4,3,4,3.3-3.5,Unhappy,2 hours,unfair,4/6/2013,,,,regular practice tests,,Sad,more stress,extreme pressure,extreme pressure,A few times a day,difficult,difficult,neutral,6 to 8 hours,2 meals,Yes,Yes,No Lunch Block,Homework,,,,,
Female,Sophomore,Sophomore,Freshman,Domestic,White,No,Boarding,once a week,1 SOMETIMES,1 SOMETIMES,2 OFTEN,2 OFTEN,1 SOMETIMES,2 OFTEN,2 OFTEN,1,1,2,2,1,2,2,11,Moderate,Yes,Not Applicable,Not Applicable,Thirds,Not Applicable,Not Applicable,8-12 hours,often,sometimes,Yes,,,winter production,,,festival chorus,,,,,,,,music lessons,4-8 hours,rarely,never,No,,,Yes,less than 4 hours,rarely,rarely,Yes,less than 4 hours,rarely,Five,Five,Five,2,2,2,3.0-3.3,Extremely Unhappy,3 hours,neutral,4/6/2013,,regular tutoring/class,"regular use of a study guide/prep book (Barron's, Princeton Review)",,,Sad,more stress,extreme pressure,extreme pressure,a few times a week,very easy,neutral,neutral,6 to 8 hours,3 meals,Yes,Yes,No Lunch Block,,Sports,,Club meetings,,
Male,Freshman,Freshman,Freshman,Domestic,White,No,Boarding,once a month,2 OFTEN,0 NEVER,0 NEVER,0 NEVER,0 NEVER,1 SOMETIMES,0 NEVER,2,0,0,0,0,1,0,3,Normal,Yes,Not Applicable,Varsity,Junior Varsity,8-12 hours,more than 16 hours,8-12 hours,none,sometimes,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Five,Five,Five,1,1,1,3.5-3.7,Happy,2 hours,neutral,Under 2,,,,,nothing,motivated to do better,about the same,no pressure,no pressure,A few times a day,very easy,very easy,very easy,6 to 8 hours,4 meals,Yes,Yes,,,,,,,Not Applicable
Male,Sophomore,Sophomore,Sophomore,International,White,Yes,Boarding,once a term,1 SOMETIMES,2 OFTEN,2 OFTEN,1 SOMETIMES,1 SOMETIMES,0 NEVER,0 NEVER,1,2,2,1,1,0,0,7,Normal,Yes,Not Applicable,Varsity,Junior Varsity,8-12 hours,12-16 hours,8-12 hours,rarely,sometimes,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Five,Six,Six,0,0,0,Under 3.0,Unhappy,3 hours,neutral,4/6/2013,,,,,nothing,happy for others,less stress,no pressure,some pressure,once a week,very easy,easy,neutral,6 to 8 hours,3 meals,No,Yes,No Lunch Block,,,,,,
Male,Sophomore,Sophomore,Sophomore,International,White,No,Day,,0 NEVER,0 NEVER,0 NEVER,3 ALMOST ALWAYS,0 NEVER,0 NEVER,0 NEVER,0,0,0,3,0,0,0,3,Normal,Yes,Not Applicable,Not Applicable,Intramural,Not Applicable,Not Applicable,4-8 hours,consistently,never,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Five,Six,Five,1,1,1,Under 3.0,Happy,3 hours,unfair,6 or more,,,,,nothing,indifferent,less stress,some pressure,some pressure,a few times a week,difficult,easy,easy,less then 4 hours,2 meals,Yes,Yes,No Lunch Block,Homework,,,,,
Male,Sophomore,Sophomore,Freshman,Domestic,White,No,Boarding,once a term,1 SOMETIMES,3 ALMOST ALWAYS,1 SOMETIMES,2 OFTEN,2 OFTEN,0 NEVER,1 SOMETIMES,1,3,1,2,2,0,1,10,Moderate,Yes,Not Applicable,Junior Varsity,Varsity,Not Applicable,12-16 hours,12-16 hours,rarely,sometimes,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Five,Six,Five,0,0,0,Under 3.0,Extremely Unhappy,2 hours,neutral,4/6/2013,,regular tutoring/class,,,,Sad,more stress,extreme pressure,some pressure,once a week,neutral,neutral,neutral,4 to 6 hours,3 meals,Yes,Yes,,,Sports,,Club meetings,Meetings with teachers,
Male,Senior,Senior,Freshman,Domestic,White,Yes,Day,,2 OFTEN,0 NEVER,1 SOMETIMES,2 OFTEN,3 ALMOST ALWAYS,2 OFTEN,1 SOMETIMES,2,0,1,2,3,2,1,11,Moderate,Yes,Not Applicable,Not Applicable,Varsity,Not Applicable,Not Applicable,more than 16 hours,often,never,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,No,,,,Yes,more than 16 hours,rarely,Five,Five,Five,3,3,,Under 3.0,Neutral,1 hour,neutral,Under 2,,,,,nothing,motivated to do better,about the same,no pressure,some pressure,once a week,very easy,difficult,neutral,6 to 8 hours,3 meals,Yes,Yes,,,,,,,Not Applicable
Male,Junior,Junior,Freshman,Domestic,Asian,No,Day,,3 ALMOST ALWAYS,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,3,1,1,1,1,1,1,9,Mild,Yes,Not Applicable,Intramural,Intramural,Not Applicable,less than 4 hours,less than 4 hours,rarely,never,Yes,,,,,,,orchestra,,jazz band,,,,,,less than 4 hours,rarely,sometimes,Yes,less than 4 hours,rarely,No,,,,Yes,less than 4 hours,rarely,Six,Five,Five,3,2,2,3.7-4.0,Happy,4 hours,fair,4/6/2013,,,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,motivated to do better,about the same,some pressure,some pressure,a few times a week,neutral,neutral,neutral,4 to 6 hours,4 meals,Yes,Yes,,,,Arts commitment,,,Not Applicable
Male,Senior,Senior,Sophomore,Domestic,White,No,Boarding,once a month,2 OFTEN,3 ALMOST ALWAYS,1 SOMETIMES,3 ALMOST ALWAYS,1 SOMETIMES,2 OFTEN,2 OFTEN,2,3,1,3,1,2,2,14,Severe,Yes,Not Applicable,Intramural,Varsity,more than 16 hours,less than 4 hours,12-16 hours,none,never,Yes,,,,,chamber chorus,festival chorus,,,,,Acapella groups,,,,4-8 hours,rarely,often,Yes,less than 4 hours,none,No,,,,No,less than 4 hours,none,Five,Five,Five,2,2,2,Under 3.0,Unhappy,1 hour,fair,2/4/2013,,regular tutoring/class,,regular practice tests,,indifferent,more stress,some pressure,some pressure,once a week,difficult,easy,difficult,4 to 6 hours,2 meals,Yes,Yes,,,,,,,Not Applicable
Female,Junior,Junior,Junior,Domestic,Other,No,Boarding,once a term,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,1 SOMETIMES,2 OFTEN,1,1,1,1,1,1,2,8,Mild,Yes,Not Applicable,Varsity,Not Applicable,Not Applicable,12-16 hours,Not Applicable,rarely,never,No,,,,,,,,,,,,,,,,,,Yes,less than 4 hours,none,No,,,,Yes,4-8 hours,none,Five,Six,Five,1,1,2,3.5-3.7,Neutral,4 hours,neutral,2/4/2013,,regular tutoring/class,,,,indifferent,much more stress,some pressure,some pressure,once a week,neutral,neutral,easy,6 to 8 hours,3 meals,Yes,Yes,,Homework,Sports,,Club meetings,,
Male,Sophomore,Sophomore,Sophomore,Domestic,Other,No,Boarding,once a month,1 SOMETIMES,1 SOMETIMES,0 NEVER,1 SOMETIMES,0 NEVER,1 SOMETIMES,1 SOMETIMES,1,1,0,1,0,1,1,5,Normal,Yes,Not Applicable,Varsity,Junior Varsity,4-8 hours,8-12 hours,4-8 hours,often,often,No,,,,,,,,,,,,,,,,,,No,,,No,,,,No,,,Five,Five,Five,3,3,3,3.7-4.0,Happy,3 hours,fair,2/4/2013,,regular tutoring/class,"regular use of a study guide/prep book (Barron's, Princeton Review)",regular practice tests,,motivated to do better,more stress,some pressure,some pressure,once a day,very easy,easy,very easy,6 to 8 hours,3 meals,Yes,Yes,No Lunch Block,,Sports,,,,
