"","X","State","Age","Female","RaceWhite","Edu","College4Degree","MaritalStatus","LivingSituation","NumFinDepChildren","FourMoreFinDepChild","Incomecat","Income150K","IncomeApprox","Military","SpouseEmployment","SpouseMilitary","Employment","MostKnowledgeable","KnowledgeableBin","FinSat","RiskTaking","SpendingIncome","NegativeSavingBin","PositiveSavingBin","HandMouth","FinDifficulty","DifficultyBin","EmergencyFund","KidsCollege","FiguredRetirement","DropIncome","ComeUp2K","ComeUp2KBin","BudgetTimePeriod","BudgetBin","CreditRecord","RetirementWorry","LongTermPlan","CheckingAcctBin","SavingAcctBin","CheckingOverdrawBin","UsePrepaidCard","EmployerRetire","OtherRetire","HaveAnyRetire","RetireLoan","RetireHardshipWithdraw","FinInv","LaborIncomeBin","BusinessIncomeBin","OwnHome","HomeDownPmt","RetireContribute","MortgageBin","EquityLoanBin","HomeUnderWater","LateMortgage","NumCreditCards","PaidCreditCardFull","CreditCardCarry","CreditCardMinPmt","CreditCardLatePenalty","CreditCardOverLimit","CreditCardCashAdv","AutoLoanBin","UnpaidMedical","StudentLoans","FederalStudentLoans","PrivateStudentLoans","StudentLoanFigurePmts","CompleteEdu","StudentLoanLate","StudentLoanConcern","StudentLoanDoOver","DebtCollect","TooMuchDebt","TooMuchDebtBin","GoodFinance","GoodFinanceBin","GoodMath","GoodMathBin","FinancialKnow","FinancialKnowBin","FinEdu","ParentFinEdu","AnyFinEdu","QuestionM6","QuestionM6Correct","QuestionM7","QuestionM7Correct","QuestionM8","QuestionM8Correct","QuestionM9","QuestionM9Correct","QuestionM10","QuestionM10Correct","QuestionM31","QuestionM31Correct","QuizScore"
"9507",2357,"VA","Age 45-54",1,1,"Some college with no degree",0,"Divorced","With Roommates",0,0,"At least $15,000 but less than $25,000",0,20000,0,NA,NA,"Not in Labor Force",NA,NA,1,1,"Spending more than income",1,0,0,"Somewhat difficult",1,0,NA,0,0,"Confident no",0,"Next 5-10 years",0,"Bad",4,1,1,0,0,"Never",0,0,0,NA,NA,0,0,0,1,NA,NA,0,0,NA,NA,"1",0,1,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,1,5,1,7,1,6,1,4,0,0,NA,NA,"Same",0,"Don't know",0,"No relationship",0,"*True*",1,"Don't Know",0,"Less than 2 yrs",0,1
"1640",19881,"AL","Age 25-34",0,1,"Associate's or other two year degree",0,"Single","With Parents",0,0,"At least $35,000 but less than $50,000",0,42500,0,NA,NA,"Full-time",NA,NA,6,6,NA,NA,NA,NA,"Not at all difficult",0,0,NA,1,0,"Confidence yes",1,"Next few years",1,"Very good",4,4,1,1,0,"Never",1,0,1,0,0,0,0,0,0,NA,1,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,1,0,1,1,1,0,1,"Never",0,"Same actions",0,2,0,6,1,5,1,5,1,0,1,1,"*More*",1,"*Less*",1,"Don't know",0,"*True*",1,"*False*",1,"Don't know",0,4
"6170",25101,"VT","Age 65+",1,1,"Graduate degree",1,"Married","With Parnter/Spouse",0,0,"At least $50,000 but less than $75,000",0,62500,0,"Self employed",1,"Not in Labor Force","Self and more",1,3,5,"Spending more than income",1,0,0,"Somewhat difficult",1,0,NA,1,1,"Confidence yes",1,"Next 5-10 years",1,"Good",7,1,1,0,0,NA,0,0,0,NA,NA,0,1,1,1,NA,NA,1,0,0,"More than once","9-12",0,1,1,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,1,7,1,6,1,6,1,5,1,NA,1,1,"*More*",1,"*Less*",1,"Don't know",0,"*True*",1,"Don't Know",0,"At least 5 yrs and less than 10 yrs",0,3
"9621",13244,"IL","Age 35-44",0,1,"Baccalaureate degree",1,"Single","Alone",0,0,"At least $35,000 but less than $50,000",0,42500,0,NA,NA,"Full-time",NA,NA,7,8,"Spending less than income",0,1,0,"Somewhat difficult",1,0,NA,0,0,"Confidence yes",1,"Next few years",0,"About Average",5,6,1,1,0,"Never",0,0,0,NA,NA,0,1,0,1,NA,NA,0,0,NA,NA,"1",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,2,0,7,1,6,1,5,1,0,0,0,"Don't know",0,"Don't know",0,"Don't know",0,"Don't know",0,"Don't Know",0,"At least 5 yrs and less than 10 yrs",0,0
"5390",2470,"WA","Age 35-44",1,1,"Did not complete high school",0,"Separated","Alone",0,0,"Less than $15,000",0,7500,0,NA,NA,"Not in Labor Force",NA,NA,7,7,"Spending equal to income",0,0,1,"Very difficult",1,0,NA,NA,0,"Confident no",0,NA,0,"About Average",5,5,0,0,NA,"Sometimes",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,3,0,4,0,1,0,4,0,0,0,0,"Don't know",0,"Don't know",0,"Don't know",0,"*True*",1,"Don't Know",0,"Don't know",0,1
"7901",17420,"WI","Age 65+",1,1,"Associate's or other two year degree",0,"Divorced","Alone",1,0,"Less than $15,000",0,7500,0,NA,NA,NA,NA,NA,5,1,"Spending equal to income",0,0,1,"Somewhat difficult",1,0,0,NA,0,"Confident no",0,NA,0,"Bad",4,3,1,0,0,"Never",0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,1,7,1,6,1,0,0,0,"*More*",1,"*Less*",1,"Don't know",0,"*True*",1,"Don't Know",0,"At least 5 yrs and less than 10 yrs",0,3
"2069",22417,"RI","Age 65+",1,1,"Some college with no degree",0,"Married","With Parnter/Spouse",0,0,"At least $35,000 but less than $50,000",0,42500,0,"Part-time",1,NA,"Someone else",0,1,1,"Spending more than income",1,0,0,"Somewhat difficult",1,0,NA,NA,1,"Confident no",0,"Next few years",0,"Bad",7,4,1,1,0,"Never",1,0,1,NA,NA,0,1,1,1,NA,NA,1,0,1,"Never","4-8",0,1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,7,1,5,1,4,0,5,1,0,0,0,"*More*",1,"*Less*",1,"Don't know",0,"*True*",1,"Don't Know",0,"Don't know",0,3
"8904",16612,"NJ","Age 65+",1,1,"High school graduate or equivalent",0,"Married","With Parnter/Spouse",0,0,"At least $50,000 but less than $75,000",0,62500,0,NA,1,NA,"Self and more",1,1,2,NA,NA,NA,NA,"Somewhat difficult",1,1,NA,NA,0,"Confidence yes",1,"Next year",0,"Very good",2,5,1,1,0,"Never",1,1,1,0,0,1,0,0,1,NA,0,0,0,NA,NA,"9-12",0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,7,1,4,0,4,0,5,1,0,1,1,"*More*",1,"*Less*",1,"Don't know",0,"*True*",1,"*False*",1,"Don't know",0,4
"5218",6416,"WI","Age 25-34",1,1,"Baccalaureate degree",1,"Single","With Roommates",0,0,"At least $35,000 but less than $50,000",0,42500,0,NA,NA,"Full-time",NA,NA,7,6,"Spending less than income",0,1,0,"Somewhat difficult",1,0,NA,1,0,"Probably yes",1,"Next year",1,"Very good",5,6,1,1,0,"Never",1,0,1,0,0,1,1,0,0,NA,1,NA,NA,NA,NA,"4-8",1,0,0,0,0,0,0,0,1,1,1,0,1,"Never",0,NA,0,5,1,6,1,6,1,5,1,1,1,1,"*More*",1,"*Less*",1,"Don't know",0,"*True*",1,"*False*",1,"*At least 2 yrs and less than 5 yrs*",1,5
"3709",24970,"WV","Age 35-44",0,1,"Graduate degree",1,"Married","With Parnter/Spouse",2,0,"$150,000 or more",1,150000,0,"Part-time",0,"Full-time","Self",1,8,9,"Spending less than income",0,1,0,"Not at all difficult",0,1,1,1,0,"Confidence yes",1,"Next 5-10 years",1,"Very good",3,7,1,1,0,"Never",1,1,1,0,0,1,0,0,1,1,1,1,0,0,"Never","4-8",1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,2,0,7,1,7,1,6,1,1,1,1,"*More*",1,"*Less*",1,"Rise",0,"*True*",1,"*False*",1,"At least 5 yrs and less than 10 yrs",0,4
"9330",6034,"MS","Age 45-54",1,1,"Baccalaureate degree",1,"Married","With Parnter/Spouse",1,0,"At least $75,000 but less than $100,000",0,87500,0,"Full-time",0,"Part-time","Self",1,6,7,"Spending less than income",0,1,0,"Not at all difficult",0,0,0,0,0,"Confidence yes",1,"Next few years",1,"Very good",5,7,1,1,0,"Never",1,0,1,0,0,0,1,0,1,2,0,1,0,0,"Never","2-3",1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,2,0,7,1,6,1,6,1,1,1,1,"*More*",1,"*Less*",1,"Rise",0,"*True*",1,"*False*",1,"*At least 2 yrs and less than 5 yrs*",1,5
"2343",26902,"ND","Age 55-64",1,1,"Some college with no degree",0,"Widowed","Alone",0,0,"At least $75,000 but less than $100,000",0,87500,0,NA,NA,NA,NA,NA,7,7,"Spending equal to income",0,0,1,"Not at all difficult",0,1,NA,NA,0,"Confidence yes",1,"Next few years",0,"About Average",6,4,1,1,0,"Never",1,1,1,0,1,0,0,0,1,NA,0,1,0,0,"Never","0",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,2,0,5,1,6,1,6,1,0,0,0,"*More*",1,"*Less*",1,"Don't know",0,"*True*",1,"*False*",1,"*At least 2 yrs and less than 5 yrs*",1,5
"666",9963,"NY","Age 18-25",0,0,"Did not complete high school",0,"Single","With Parents",0,0,"At least $25,000 but less than $35,000",0,30000,0,NA,NA,"Self employed",NA,NA,6,7,"Spending less than income",0,1,0,"Somewhat difficult",1,1,NA,1,1,"Probably yes",1,"Next few years",1,"Good",6,7,0,1,NA,"Sometimes",NA,0,NA,NA,NA,0,1,1,0,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,0,1,1,0,1,1,NA,"Once",0,"Different actions",0,7,1,6,1,6,1,6,1,0,NA,NA,"Don't know",0,"Same",0,"Rise",0,"False",0,"True",0,"Don't know",0,0
"4492",2164,"WA","Age 45-54",1,1,"Baccalaureate degree",1,"Married","With Parnter/Spouse",2,0,"At least $75,000 but less than $100,000",0,87500,0,"Full-time",0,"Part-time","Self",1,8,5,"Spending equal to income",0,0,1,"Not at all difficult",0,1,1,0,0,"Probably yes",1,"Next 5-10 years",0,"Very good",5,5,1,1,0,"Never",0,1,1,0,0,1,1,0,1,15,1,1,0,0,"Never","4-8",0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,4,0,6,1,6,1,5,1,0,0,0,"*More*",1,"*Less*",1,"Don't know",0,"*True*",1,"Don't Know",0,"Don't know",0,3
"953",15953,"AZ","Age 35-44",1,0,"Baccalaureate degree",1,"Married","With Parnter/Spouse",3,0,"At least $50,000 but less than $75,000",0,62500,0,"Part-time",0,"Part-time","Self",1,9,1,"Spending more than income",1,0,0,"Not at all difficult",0,1,1,1,0,"Confidence yes",1,"Next 5-10 years",NA,"Very good",6,7,1,1,1,"Sometimes",1,0,1,NA,1,1,0,0,NA,NA,1,NA,NA,NA,NA,"4-8",1,1,1,NA,0,1,NA,0,1,0,1,1,1,"Never",0,"Same actions",NA,3,0,4,0,4,0,NA,NA,1,1,1,"*More*",1,"*Less*",1,"Rise",0,"False",0,"*False*",1,"At least 5 yrs and less than 10 yrs",0,3
"8175",10298,"AL","Age 65+",0,0,"Some college with no degree",0,"Married","With Parnter/Spouse",0,0,"At least $15,000 but less than $25,000",0,20000,1,NA,0,NA,"Self",1,6,4,"Spending equal to income",0,0,1,"Somewhat difficult",1,NA,NA,NA,0,NA,NA,"Next year",NA,"About Average",5,5,0,1,NA,"Never",0,0,0,NA,NA,0,0,0,1,NA,NA,1,0,0,"Never","0",NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,4,0,6,1,7,1,5,1,NA,1,1,"*More*",1,"Don't know",0,"Don't know",0,"*True*",1,"Don't Know",0,"*At least 2 yrs and less than 5 yrs*",1,3
"5156",25924,"AK","Age 55-64",0,1,"Some college with no degree",0,"Divorced","With Roommates",0,0,"At least $50,000 but less than $75,000",0,62500,0,NA,NA,"Unemployed",NA,NA,2,5,"Spending more than income",1,0,0,"Somewhat difficult",1,1,NA,0,1,"Confidence yes",1,"Next few years",1,"Good",6,4,1,1,0,"Never",1,0,1,NA,NA,0,1,0,1,NA,NA,0,0,NA,NA,"2-3",1,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,5,1,4,0,5,1,4,0,0,0,0,"*More*",1,"*Less*",1,"Rise",0,"*True*",1,"*False*",1,"*At least 2 yrs and less than 5 yrs*",1,5
"2381",20027,"NV","Age 18-25",0,1,"Some college with no degree",0,"Single","Alone",0,0,"Less than $15,000",0,7500,0,NA,NA,"Not in Labor Force",NA,NA,10,8,"Spending more than income",1,0,0,"Not at all difficult",0,0,NA,0,0,"Confidence yes",1,"Next few months",0,"Good",5,5,0,0,NA,"Sometimes",0,0,0,NA,NA,NA,0,0,1,50,NA,0,0,NA,NA,"1",0,0,0,0,0,0,0,0,1,1,0,0,0,"Never",0,"Same actions",0,5,1,5,1,6,1,6,1,0,0,0,"Same",0,"Same",0,"Stay same",0,"False",0,"Don't Know",0,"At least 5 yrs and less than 10 yrs",0,0
"7378",17995,"MO","Age 25-34",0,1,"High school graduate or equivalent",0,"Single","Alone",0,0,"Less than $15,000",0,7500,0,NA,NA,"Unemployed",NA,NA,1,1,"Spending less than income",0,1,0,"Very difficult",1,0,NA,0,1,"Confident no",0,"Next few months",1,"About Average",7,4,1,0,0,"Never",0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,4,0,6,1,6,1,4,0,0,1,1,"*More*",1,"*Less*",1,"Don't know",0,"False",0,"True",0,"At least 10 yrs",0,2
"6788",15532,"TN","Age 25-34",1,1,"High school graduate or equivalent",0,"Married","With Parnter/Spouse",2,0,"At least $25,000 but less than $35,000",0,30000,0,"Part-time",0,"Part-time","Self",1,4,5,"Spending less than income",0,1,0,"Somewhat difficult",1,1,0,1,1,"Probably no",0,"Next year",1,"About Average",6,7,1,1,1,"Sometimes",1,0,1,0,0,1,1,0,0,NA,1,NA,NA,NA,NA,"2-3",0,1,1,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,6,1,5,1,5,1,5,1,0,1,1,"*More*",1,"Same",0,"Rise",0,"*True*",1,"Don't Know",0,"Don't know",0,2
"9594",14614,"CA","Age 45-54",1,0,"Associate's or other two year degree",0,"Married","With Parnter/Spouse",2,0,"At least $100,000 but less than $150,000",0,125000,0,"Full-time",0,"Part-time","Self and more",1,9,7,"Spending equal to income",0,0,1,"Not at all difficult",0,1,1,1,0,"Confidence yes",1,"Next few years",1,"Very good",1,7,1,1,0,"Never",1,0,1,0,0,1,1,0,1,20,1,1,1,0,"Never","2-3",1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,1,6,1,7,1,1,1,1,"Less",0,"Don't know",0,"Don't know",0,"*True*",1,"Don't Know",0,"At least 5 yrs and less than 10 yrs",0,1
"2419",13504,"ND","Age 18-25",1,1,"Baccalaureate degree",1,"Single","With Parnter/Spouse",0,0,"At least $25,000 but less than $35,000",0,30000,0,"Not in Labor Force",NA,"Not in Labor Force","Someone else",0,4,3,"Spending equal to income",0,0,1,"Somewhat difficult",1,1,NA,0,0,"Probably yes",1,"Next year",0,"About Average",3,4,1,1,0,"Never",0,0,0,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,1,NA,1,"Same actions",0,5,1,5,1,7,1,5,1,1,1,1,"*More*",1,"*Less*",1,"Don't know",0,"*True*",1,"Don't Know",0,"*At least 2 yrs and less than 5 yrs*",1,4
"5694",9518,"NY","Age 55-64",1,0,"Associate's or other two year degree",0,"Widowed","With Roommates",1,0,"At least $35,000 but less than $50,000",0,42500,0,NA,NA,"Full-time",NA,NA,NA,NA,NA,NA,NA,NA,"Not at all difficult",0,NA,0,NA,0,"Confidence yes",1,NA,1,"Very good",NA,5,1,1,0,"Never",1,1,1,0,0,0,1,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,NA,"More than once",NA,NA,0,4,0,7,1,7,1,6,1,NA,1,1,"*More*",1,"*Less*",1,"Don't know",0,"*True*",1,"Don't Know",0,NA,NA,NA
"8092",3538,"CA","Age 55-64",0,1,"Baccalaureate degree",1,"Married","With Parnter/Spouse",1,0,"At least $25,000 but less than $35,000",0,30000,0,"Not in Labor Force",0,"Full-time","Self",1,2,9,"Spending equal to income",0,0,1,"Somewhat difficult",1,0,0,0,0,"Probably no",0,"Next few months",0,"About Average",7,3,1,1,0,"Never",1,0,1,0,0,0,1,0,1,NA,1,1,0,0,"More than once","0",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,4,0,5,1,7,1,5,1,0,0,0,"*More*",1,"*Less*",1,"Don't know",0,"*True*",1,"*False*",1,"*At least 2 yrs and less than 5 yrs*",1,5
"1425",3137,"AR","Age 65+",1,0,"Some college with no degree",0,"Single","Alone",0,0,"At least $35,000 but less than $50,000",0,42500,0,NA,NA,"Part-time",NA,NA,5,2,"Spending less than income",0,1,0,"Not at all difficult",0,1,NA,1,0,"Confidence yes",1,"Next few years",1,"Very good",5,4,1,0,0,"Never",1,0,1,NA,NA,0,1,1,1,NA,NA,1,0,0,"Never","2-3",1,1,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,4,0,6,1,6,1,5,1,1,1,1,NA,NA,"*Less*",1,"Rise",0,"*True*",1,"*False*",1,NA,NA,NA
"4435",8971,"OH","Age 45-54",0,1,"Baccalaureate degree",1,"Single","Alone",0,0,"At least $75,000 but less than $100,000",0,87500,0,NA,NA,"Full-time",NA,NA,3,5,"Spending less than income",0,1,0,"Not at all difficult",0,1,NA,1,0,"Confidence yes",1,"Next 5-10 years",0,"Very good",6,6,1,1,0,"Never",1,0,1,0,0,0,1,0,1,NA,1,1,0,0,"Never","2-3",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,1,7,1,5,1,0,1,1,"*More*",1,"*Less*",1,"*Fall*",1,"*True*",1,"*False*",1,"*At least 2 yrs and less than 5 yrs*",1,6
"258",13827,"NH","Age 65+",0,1,"Graduate degree",1,"Married","With Parnter/Spouse",0,0,"At least $50,000 but less than $75,000",0,62500,1,NA,0,NA,"Self",1,6,6,"Spending more than income",1,0,0,"Not at all difficult",0,1,NA,NA,0,"Probably yes",1,"Next 5-10 years",0,"Very good",5,5,1,1,1,"Never",1,0,1,NA,NA,0,0,0,1,NA,NA,0,0,NA,NA,"2-3",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,4,0,4,0,7,1,5,1,0,0,0,"*More*",1,"*Less*",1,"*Fall*",1,"*True*",1,"*False*",1,"*At least 2 yrs and less than 5 yrs*",1,6
"262",10791,"NV","Age 18-25",0,0,"Some college with no degree",0,"Single","With Parnter/Spouse",1,0,"At least $35,000 but less than $50,000",0,42500,0,"Full-time",NA,"Full-time","Self and more",1,3,5,"Spending equal to income",0,0,1,"Somewhat difficult",1,0,0,0,0,"Confident no",0,"Next few years",1,"About Average",2,5,1,0,1,"Never",0,0,0,NA,NA,0,1,0,1,NA,NA,0,0,NA,NA,"2-3",0,0,1,0,1,0,0,1,1,1,0,0,NA,"Never",NA,"Same actions",0,4,0,6,1,7,1,5,1,0,0,0,"*More*",1,"*Less*",1,"Rise",0,"Don't know",0,"*False*",1,"Don't know",0,3
"3615",13977,"HI","Age 45-54",1,0,"Baccalaureate degree",1,"Married","With Parnter/Spouse",3,0,"At least $75,000 but less than $100,000",0,87500,0,NA,0,"Not in Labor Force","Self",1,7,6,"Spending equal to income",0,0,1,"Somewhat difficult",1,1,1,NA,0,"Confidence yes",1,"Next few years",1,"Good",3,6,1,1,0,"Never",1,1,1,0,0,1,0,0,1,NA,0,0,0,NA,NA,"2-3",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,2,0,6,1,6,1,5,1,0,1,1,"*More*",1,"*Less*",1,"*Fall*",1,"*True*",1,"*False*",1,"*At least 2 yrs and less than 5 yrs*",1,6
"7538",186,"FL","Age 65+",1,1,"Baccalaureate degree",1,"Married","With Parnter/Spouse",0,0,"At least $75,000 but less than $100,000",0,87500,0,NA,0,NA,"Self",1,10,1,"Spending less than income",0,1,0,"Not at all difficult",0,1,NA,NA,0,"Confidence yes",1,"Next 5-10 years",0,"Very good",4,7,1,1,0,"Never",1,1,1,0,0,1,0,0,1,0,0,0,0,NA,NA,"2-3",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,1,2,0,7,1,1,1,1,"*More*",1,"*Less*",1,"*Fall*",1,"Don't know",0,"*False*",1,"Don't know",0,4
"3255",19789,"PA","Age 45-54",0,1,"Baccalaureate degree",1,"Married","With Parnter/Spouse",2,0,"At least $100,000 but less than $150,000",0,125000,0,"Full-time",0,"Full-time","Self",1,7,5,"Spending less than income",0,1,0,"Not at all difficult",0,1,1,1,0,"Confidence yes",1,"Next 10+ years",0,"Very good",4,7,1,1,0,"Never",1,1,1,0,0,1,1,1,1,50,1,1,0,0,"Never","4-8",1,0,0,0,0,0,0,0,1,1,1,1,NA,NA,0,"Same actions",0,2,0,7,1,7,1,6,1,0,1,1,"*More*",1,"*Less*",1,"*Fall*",1,"*True*",1,"*False*",1,"*At least 2 yrs and less than 5 yrs*",1,6
"1776",9179,"AK","Age 65+",1,1,"Associate's or other two year degree",0,"Widowed","Alone",0,0,"At least $15,000 but less than $25,000",0,20000,0,NA,NA,NA,NA,NA,2,1,"Spending equal to income",0,0,1,"Somewhat difficult",1,0,NA,NA,0,"Confident no",0,"Next few months",1,"Good",2,1,1,0,0,"Never",1,0,1,NA,NA,0,1,0,1,NA,NA,0,1,0,NA,"4-8",0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,7,1,7,1,7,1,4,0,0,0,0,"*More*",1,"*Less*",1,"Stay same",0,"*True*",1,"*False*",1,"At least 5 yrs and less than 10 yrs",0,4
"9985",990,"TX","Age 65+",1,1,"Baccalaureate degree",1,"Divorced","Alone",0,0,"At least $25,000 but less than $35,000",0,30000,0,NA,NA,"Part-time",NA,NA,1,1,"Spending equal to income",0,0,1,"Very difficult",1,NA,NA,NA,1,"Confident no",0,NA,1,"Bad",6,6,NA,NA,NA,"Never",0,0,0,NA,NA,0,0,0,1,NA,NA,1,0,0,"Never","1",0,1,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,6,1,4,0,4,0,NA,NA,0,0,0,"Same",0,"*Less*",1,"Don't know",0,"*True*",1,"True",0,"*At least 2 yrs and less than 5 yrs*",1,3
"9243",6581,"CO","Age 18-25",1,0,"Did not complete high school",0,"Single","With Parents",0,0,"At least $15,000 but less than $25,000",0,20000,0,NA,NA,"Self employed",NA,NA,1,NA,"Spending less than income",0,1,0,NA,NA,0,NA,0,1,"Confidence yes",1,NA,0,"About Average",6,4,1,0,0,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,4,0,4,0,4,0,1,0,0,0,0,"Don't know",0,"Don't know",0,"Don't know",0,"Don't know",0,"Don't Know",0,"Don't know",0,0
"6079",9457,"MI","Age 18-25",1,0,"High school graduate or equivalent",0,"Single","With Parents",0,0,"Less than $15,000",0,7500,0,NA,NA,"Not in Labor Force",NA,NA,5,3,"Spending more than income",1,0,0,"Somewhat difficult",1,0,NA,0,0,"Confident no",0,"Next few months",1,NA,7,6,1,1,1,"Never",0,0,0,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,5,1,5,1,5,1,0,0,0,"*More*",1,"Don't know",0,"Don't know",0,"Don't know",0,"Don't Know",0,"Don't know",0,1
"9771",27011,"HI","Age 35-44",1,1,"Graduate degree",1,"Married","With Parnter/Spouse",0,0,"At least $100,000 but less than $150,000",0,125000,0,"Full-time",1,"Unemployed","Self",1,8,7,"Spending less than income",0,1,0,"Not at all difficult",0,1,NA,NA,0,"Confidence yes",1,"Next few years",0,"Very good",5,4,1,1,0,"Never",1,1,1,0,0,1,1,0,1,NA,1,1,0,1,"Never","2-3",1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,"Never",0,NA,0,2,0,7,1,7,1,6,1,0,NA,NA,"*More*",1,"*Less*",1,"No relationship",0,"*True*",1,"*False*",1,"At least 5 yrs and less than 10 yrs",0,4
"1477",6173,"LA","Age 55-64",1,1,"High school graduate or equivalent",0,"Widowed","Alone",0,0,"Less than $15,000",0,7500,0,NA,NA,"Not in Labor Force",NA,NA,6,4,"Spending equal to income",0,0,1,"Not at all difficult",0,1,NA,0,0,"Confidence yes",1,"Next few months",0,"About Average",7,3,1,1,0,"Never",1,1,1,0,0,0,0,0,1,NA,1,0,0,NA,NA,"2-3",0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,1,7,1,5,1,0,0,0,"*More*",1,"*Less*",1,"No relationship",0,"False",0,"*False*",1,"*At least 2 yrs and less than 5 yrs*",1,4
"918",11955,"DE","Age 65+",1,1,"High school graduate or equivalent",0,"Married","With Parnter/Spouse",0,0,"At least $35,000 but less than $50,000",0,42500,0,NA,1,"Part-time","Self and more",1,6,1,"Spending equal to income",0,0,1,"Not at all difficult",0,1,NA,0,0,"Probably yes",1,NA,1,"Very good",7,4,1,1,0,"Never",1,0,1,0,0,0,1,0,1,100,0,0,1,0,NA,"2-3",1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,6,1,6,1,6,1,0,0,0,"*More*",1,"Don't know",0,"Don't know",0,"*True*",1,"Don't Know",0,"Don't know",0,2
"931",16473,"VT","Age 45-54",1,1,"Associate's or other two year degree",0,"Married","With Parnter/Spouse",2,0,"At least $35,000 but less than $50,000",0,42500,0,"Full-time",0,"Part-time","Self and more",1,1,1,"Spending equal to income",0,0,1,"Very difficult",1,0,0,0,1,"Confident no",0,NA,0,"Bad",7,NA,1,0,1,"Never",0,0,0,NA,NA,0,1,0,1,NA,NA,1,NA,NA,"More than once",NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,1,7,1,4,0,4,0,5,1,0,0,0,"*More*",1,"Don't know",0,"Rise",0,"False",0,"Don't Know",0,"Don't know",0,1
"6887",13954,"NJ","Age 18-25",0,1,"High school graduate or equivalent",0,"Single","Alone",0,0,"At least $75,000 but less than $100,000",0,87500,0,NA,NA,"Full-time",NA,NA,9,8,"Spending more than income",1,0,0,"Not at all difficult",0,1,NA,1,0,"Confidence yes",1,"Next few months",1,"Very good",1,7,1,1,0,"Frequently",1,1,1,0,0,1,1,0,1,70,1,1,0,1,"Never","2-3",1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,1,6,1,7,1,0,1,1,"*More*",1,"More",0,"Rise",0,"*True*",1,"True",0,"*At least 2 yrs and less than 5 yrs*",1,3
